professor_name,department_name,state_name,star_rating,edugood_rating,eduaproval
Patricia  Buckley,Fine Arts department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,10.5,NAY
Jenni  Marshall,Education department,"Forest Park, Bhubaneswar",2.9,17.4,NAY
Stan  Sulkes,English department,"Forest Park, Bhubaneswar",4.2,29.4,NAY
Soong  Sohng,Economics department,"Satya Nagar, Bhubaneswar",2.4,19.2,NAY
Kenneth  Rockensies,Physics department,"Satya Nagar, Bhubaneswar",4,20,NAY
Robert  Eierman,Chemistry department,"Nalco Bhavan, P/Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Nayapalli, Bhubaneswar",3,33,NAY
Stefany  Dreher,Communication department,"Bindu Sagar, Old Town, Bhubaneswar",3.8,7.6,NAY
John  Shore,Business department,"Gandamunda, Pokhariput, Bhubaneswar",4.3,12.9,NAY
Norbert  Bartel,Physics department,"Gandamunda, Pokhariput, Bhubaneswar",3.6,43.2,NAY
Debra  Ferguson,Nursing department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",4,28,NAY
Andy  Terry,Finance department,"Nandankanan Rd, near Hyundai Showroom, Patia, Bhubaneswar",2.5,30,NAY
Martha  Zlokovich,Psychology department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",2.4,7.2,NAY
Patricia  Yancey,Education department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.5,45,NAY
Norman  Kinney,Psychology department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3,33,NAY
Tim  Dowd,Psychology department,"Forest Park, Bhubaneswar",4.9,19.6,NAY
Corinn  Columpar,Film department,"Gandamunda, Pokhariput, Bhubaneswar",3.7,22.2,NAY
Eric  Bushrow,Biology department,"Bindu Sagar, Old Town, Bhubaneswar",3.5,7,NAY
James  Arvo,Engineering department,"Barang Station, Barang, Bhubaneswar",4.6,27.6,NAY
Robert  Edwards,Mathematics department,"Barang Station, Barang, Bhubaneswar",2.1,2.1,NAY
Anita  Wagman-Iscove,Hispanic Studies department,"Gandamunda, Pokhariput, Bhubaneswar",2.4,19.2,NAY
Claude  Painter,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",4.8,62.4,NAY
Kathy  Stoessl,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.4,44.2,NAY
Scott  Rose,Biology department,"Barang Station, Barang, Bhubaneswar",3.7,44.4,NAY
Joanne  Brown,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.2,25.6,NAY
Bruce  Hammond,Economics department,"Gandamunda, Pokhariput, Bhubaneswar",3,3,NAY
Faye  Smyle,Education department,"Barang Station, Barang, Bhubaneswar",4.5,63,NAY
John  Charlesworth,Astronomy department,"Barang Station, Barang, Bhubaneswar",4.3,51.6,NAY
Paula  Moore,Sociology department,"VIP Road, next to Hotel Lee Garden, Puri",1.9,5.7,NAY
Zeynep  Tenger,English department,"Ashok Nagar, Bhubaneswar",3.5,56,NAY
Doug  Dibble,Humanities department,"Barang Station, Barang, Bhubaneswar",2.4,7.2,NAY
Rob  Wells,Communication department,"Prakriti Tower,Patia, Bhubaneswar, ",5,60,NAY
Gesine  Robinson,German department,"Barang Station, Barang, Bhubaneswar",3.3,6.6,NAY
Raminder  Luther,Finance department,"barapita,odisha",3.8,34.2,NAY
Juan  Rodriguez,Spanish department,"Barang Station, Barang, Bhubaneswar",3.7,33.3,NAY
Ed  Inch,Communication department,"Prakriti Tower,Patia, Bhubaneswar, ",3.3,29.7,NAY
Kathy  Haddad,Fine Arts department,"Barang Station, Barang, Bhubaneswar",4.4,30.8,NAY
David  Hyde,Sociology department,"Prakriti Tower,Patia, Bhubaneswar, ",4.6,18.4,NAY
Craig  Hickman,Fine Arts department,"Chandrasekharpur, Bhubaneswar",4.8,28.8,NAY
Jason  Sloan,Interaction Design & Art department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",5,60,NAY
Malcolm  Potter,Sociology department,"Barang Station, Barang, Bhubaneswar",4.7,47,NAY
Maryam  Vulis,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.7,27,NAY
Norma  Manatu,Communication department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4,36,NAY
John  Kneski,Honors department,"Kharvela Nagar, Bhubaneswar",4.3,25.8,NAY
Maureen  O\'Connor,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,43,NAY
Barbara  Odabashian,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.4,23.8,NAY
Steven  Penrod,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,4.3,NAY
Erica  Abeel,Languages department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.3,16.5,NAY
Valerie  Allen,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.1,49.2,NAY
Charles  Bahn,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,31.5,NAY
Michael  Blitz,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,21.5,NAY
David  Brant,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",1.6,6.4,NAY
Lowry  Marshal,Fine Arts department,"kiit koel campus, Patia, Bhubaneswar",2.9,17.4,NAY
David  Brotherton,Sociology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.2,50.4,NAY
Leslie  Chadrakantha,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.1,24.8,NAY
Todd  Clear,Law department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.4,20.4,NAY
Effie  Cochran,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.7,48.1,NAY
James  Curran,Law department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.5,27,NAY
Robert  Crozier,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,21.5,NAY
Richard  Curtis,Anthropology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",5,35,NAY
Kojo  Dei,Anthropology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.9,14.5,NAY
Vincent  Delcastillo,Law department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,43,NAY
John  Starr,Education department,"kiit koel campus, Patia, Bhubaneswar",5,30,NAY
Karen  Kaplowitz,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.1,49.2,NAY
Susan  Larkin,Physical Ed department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.3,39.6,NAY
David  Handschuh,Journalism department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,55.9,NAY
Eli  Amdur,Business department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.8,33.6,NAY
Bonnie  Veysey,Criminal Justice department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.4,39.6,NAY
Camilo  Rojas,Communication department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,17.5,NAY
Alice  Benston,Fine Arts department,"Ashok Nagar, Bhubaneswar",4.3,25.8,NAY
Hilary  Seagle,Mathematics department,"Lingaraj Nagar, Old Town, Bhubaneswar",3.3,49.5,NAY
Traci  Green,Mathematics department,"Kharvela Nagar, Bhubaneswar",1.8,3.6,NAY
Filiz  Dogru,Mathematics department,"Bindu Sagar, Old Town, Bhubaneswar",3.5,21,NAY
Kaye  Williams,Education department,"Kharvela Nagar, Bhubaneswar",3.5,21,NAY
Michael  Arminio,Science department,"Kharvela Nagar, Bhubaneswar",4.3,8.6,NAY
Karen  Stewart,Humanities department,"Kharvela Nagar, Bhubaneswar",4.7,23.5,NAY
Jeffery  Zorn,English department,"Barang Station, Barang, Bhubaneswar",4.2,46.2,NAY
Thomas  Madden,History department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.2,21,NAY
Marcia  Rollison,Business department,"J-Nandankanan Rd, Near Police Station, Barang, Bhubaneswar, Jayadev Vihar Rd, Jayadev Vihar, Bhubaneswar",5,0,NAY
Kelly  Pennington,Mathematics department,"Ashok Nagar, Bhubaneswar",4.4,44,NAY
Donna  Long,English department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",4.2,54.6,NAY
Kerry  Marbury,Ethnic Studies department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",4.3,43,NAY
Maria  Fressola,Nursing department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.2,25.6,NAY
John  Keating,Business department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",2.1,18.9,NAY
Peggy  Maher,Languages department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",2.7,35.1,NAY
Richard  Millikin,Psychology department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",4.3,38.7,NAY
April  Haggard,Languages department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",4.7,56.4,NAY
Mardi  Craig,Social Science department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",4.3,12.9,NAY
Bennie  Perdue,Sociology department,"Kharvela Nagar, Bhubaneswar",4.6,46,NAY
Lourdes  Espana,Mathematics department,"Kharvela Nagar, Bhubaneswar",4.3,12.9,NAY
Jack  Caravanos,Public Health department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.8,57.6,NAY
Preston  Allen,English department,"Kharvela Nagar, Bhubaneswar",3.9,7.8,NAY
Steve  Kemenyffy,Fine Arts department,"Satya Nagar, Bhubaneswar",3,18,NAY
Tracy  Kahan,Psychology department,"Barang Station, Barang, Bhubaneswar",3.8,41.8,NAY
Michael  Downs,Journalism department,"sun downer-Prangan by Mango Hotels, Puri - Cuttack Rd, Chintamaniswar, Laxmisagar, Bhubaneswar",5,20,NAY
Michelle  Townsel,Mathematics department,"Kharvela Nagar, Bhubaneswar",4.6,36.8,NAY
Rick  Dukes,Sociology department,"Plot no:Chandrasekharpur, Bhubaneswar,Gate no-Saheed Nagar, Bhubaneswar, Koustav Campus, CSPur PS Line, Patia, Bhubaneswar",4.3,55.9,NAY
F  Houston,Marketing department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",2.3,18.4,NAY
Heather  Albanesi,Sociology department,"Plot no:Chandrasekharpur, Bhubaneswar,Gate no-Saheed Nagar, Bhubaneswar, Koustav Campus, CSPur PS Line, Patia, Bhubaneswar",4.5,58.5,NAY
Bonnie  Johnson,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.2,8.8,NAY
Frederick  Kaufman,Philosophy department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.4,40.8,NAY
Linda  Toth,Psychology department,"Satya Nagar, Bhubaneswar",4.1,24.6,NAY
Laura  Gagne,History department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.3,6.6,NAY
Nike  Mizelle,Languages department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,52.5,NAY
Clare  Johnson,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.4,28.8,NAY
Jeff  Rodgers,Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.1,32.8,NAY
Scott  Labarge,Philosophy department,"Barang Station, Barang, Bhubaneswar",4.6,50.6,NAY
Richard  O\'Brien,English department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.5,27,NAY
Roger  Colcord,Communication department,"Forest Park, Bhubaneswar",2.2,17.6,NAY
Cathy  Stephan,Psychology department,"kiit koel campus, Patia, Bhubaneswar",4.7,9.4,NAY
Sam  Kohn,Business department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,21.5,NAY
Ivy  Rollins,Psychology department,"kiit koel campus, Patia, Bhubaneswar",4.2,12.6,NAY
Sabrina  Berent,Languages department,"kiit koel campus, Patia, Bhubaneswar",4.4,8.8,NAY
William  Gordon,Geography department,"kiit koel campus, Patia, Bhubaneswar",3.7,29.6,NAY
David  Cooper,Economics department,"Forest Park, Bhubaneswar",4,20,NAY
Richard  Travisano,Sociology department,"kiit koel campus, Patia, Bhubaneswar",2.8,22.4,NAY
Les  Boggess,Criminal Justice department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",4.4,39.6,NAY
Tulasi  Joshi,Geography department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",2,28,NAY
Andrew  Howard,Computer Science department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",4.6,13.8,NAY
Joann  Chirico,Sociology department,"Satya Nagar, Bhubaneswar",3.5,42,NAY
Rina  Yarmish,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,49,NAY
Minnhoi  Wroble- Biglan,Psychology department,"Satya Nagar, Bhubaneswar",3.3,6.6,NAY
Iwan  Alexander,Mechanical Engineering department,"Forest Park, Bhubaneswar",3,27,NAY
Ian  Short,Science department,"Sijua, Patrapada, Bhubaneswar",3.4,47.6,NAY
Judy  Berasi,English department,"Satya Nagar, Bhubaneswar",3.8,53.2,NAY
Imafidon  Olaye,Communication department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",2.9,37.7,NAY
Kaci  Ariza,Graphic Arts department,"Kharvela Nagar, Bhubaneswar",4.4,39.6,NAY
Aimee  Miller,Chemistry department,"Satya Nagar, Bhubaneswar",3.6,10.8,NAY
James  Muckell,Accounting department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.8,52.8,NAY
Kevin  Hart,Not Specified department,"Khandagiri, Bhubaneswar",3.8,11.4,NAY
Randy  Cromwell,Education department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",4.9,14.7,NAY
Joel  Zeitlin,Mathematics department,"BMC Bhawani Mall St, Saheed Nagar, Bhubaneswar",4.1,32.8,NAY
Barb  Eccles,Law department,"Gandamunda, Pokhariput, Bhubaneswar",4.1,12.3,NAY
Dale  Smith,History department,"kiit koel campus, Patia, Bhubaneswar",1.4,1.4,NAY
Stoller,Theater department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",2.2,6.6,NAY
Josh  Nichols,Geology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.6,20.8,NAY
Valera,Languages department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",2.2,4.4,NAY
Hannah  Ulman,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.8,33.6,NAY
Dan  Levine,History department,"Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.5,10.5,NAY
Richard  Zinbarg,Psychology department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",5,0,NAY
Melissa  Lenczewski,Geology department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.7,40.7,NAY
Ian  Kinder,Physical Education department,"Bindu Sagar, Old Town, Bhubaneswar",4.2,29.4,NAY
Bruce  Martin,Physical Ed department,"Bindu Sagar, Old Town, Bhubaneswar",3.9,19.5,NAY
Joseph  Davidson,Engineering department,"Bidyut Marg, Nuasahi, Nayapalli, Bhubaneswar",2.8,42,NAY
Cristina  Iftode,Biology department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",2.1,14.7,NAY
John  Patierno,Anthropology department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.8,19.2,NAY
T. Madison  Peschock,Writing department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",3.9,11.7,NAY
Ronald  Goldsmith,Business department,"Kharvela Nagar, Bhubaneswar",2.9,43.5,NAY
Joy  Thompson,Education department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4,12,NAY
John  Halfman,Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.8,22.8,NAY
Shawn  Winship,Business department,"Kharvela Nagar, Bhubaneswar",3.4,10.2,NAY
Summer  Carnett,Communication department,"Barang Station, Barang, Bhubaneswar",4.7,9.4,NAY
Peter  Conti,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.7,14.8,NAY
Sylvia  Marks,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",5,15,NAY
Brian  Potter,English department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",3.7,3.7,NAY
Daniel  Reardon,English department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.2,50.4,NAY
Joseph  Sierra,Film department,"Barang Station, Barang, Bhubaneswar",4.6,13.8,NAY
Seongeun  Kim,Social Science department,"Satya Nagar, Bhubaneswar",4.7,37.6,NAY
Ken  Sumner,Psychology department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.3,23.1,NAY
Dennis  Richardson,Biology department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",4,60,NAY
